y_tri,y_squ,y_rnd
0,0,0.432243196967276
0,0,0.358505512916977
0,0,0.333926789053993
0,0,0.374457416487466
0,0,0.338840882456794
0,0,0.405710214690822
0,0,0.453225086771958
0,0,0.448826727305248
0,0,0.508430570504534
0,0,0.47437161866559
0,0,0.462154213977075
0,0,0.401708129232865
0,0,0.33510235792114
0,0,0.399481212943944
0,0,0.440406701284647
0,0,0.507043713498187
0,0,0.515924575001261
0,0,0.48163861087474
0,0,0.466411583865045
0,0,0.392510969478961
0,0,0.33444226158021
0,0,0.295225164571896
0,0,0.330696373278456
0.0235690235690235,1,0.391506921572913
0.0909090909090908,1,0.401491788860379
0.158249158249158,1,0.412600978928631
0.225589225589225,1,0.340814003415213
0.292929292929293,1,0.38907544349507
0.36026936026936,1,0.37895309190835
0.427609427609427,1,0.435276087207198
0.494949494949495,1,0.501383228258411
0.562289562289562,1,0.537511797936922
0.62962962962963,1,0.461730979643922
0.696969696969697,1,0.47422381331795
0.764309764309764,1,0.524264922288316
0.831649831649832,1,0.45974321699307
0.898989898989899,1,0.48406167706801
0.966329966329966,1,0.502775871011736
0.966329966329966,1,0.428349549660239
0.898989898989899,1,0.430718538560641
0.831649831649832,1,0.499913192489171
0.764309764309764,1,0.556060351433751
0.696969696969697,1,0.546751356180122
0.62962962962963,1,0.570515224685353
0.562289562289562,1,0.582920833957052
0.494949494949495,1,0.568102479111742
0.427609427609428,1,0.618793531681466
0.36026936026936,1,0.618943031495336
0.292929292929293,1,0.613032173992478
0.225589225589225,1,0.666248606243821
0.158249158249158,1,0.652075849261781
0.0909090909090907,1,0.59829412897811
0.0235690235690236,1,0.525001582516472
0,0,0.556390455063793
0,0,0.627550381423493
0,0,0.590621770051834
0,0,0.619924194960889
0,0,0.688587612704369
0,0,0.745582367982595
0,0,0.680860129600084
0,0,0.727500690873118
0,0,0.706726805112612
0,0,0.710145512140678
0,0,0.704150470940946
0,0,0.678978551785946
0,0,0.652573661918196
0,0,0.597440438554382
0,0,0.571395069227998
0,0,0.615878105559914
0,0,0.598713134595532
0,0,0.577268123862819
0,0,0.557724173049429
0,0,0.520307641461108
0,0,0.592268623242657
0,0,0.588736763195447
0,0,0.511234103509253
0,0,0.510792914342643
0,0,0.441521972185602
0,0,0.42998632230335
0,0,0.378523195843694
0,0,0.390294918312739
0,0,0.33524815500961
0,0,0.349898087037017
0,0,0.38744019561458
0,0,0.407010648446493
0,0,0.413008401688764
0,0,0.338679071432446
0,0,0.386031131501212
0,0,0.420947040449877
0,0,0.374266826596643
0,0,0.389292653561615
0,0,0.398445173928093
0,0,0.369907509127957
0,0,0.379803242716991
0,0,0.386254494122346
0,0,0.43504612682945
0,0,0.390076177172363
0,0,0.403677777198687
0,0,0.358364900106098
0,0,0.432360332863342
0,0,0.460083954816828
0,0,0.466137027227943
0,0,0.434704040722733
0,0,0.485955483692136
0,0,0.548082288057065
0,0,0.50555326048548
0,0,0.546215899196076
0,0,0.469043437626288
0,0,0.439732773408049
0,0,0.395825874615965
0,0,0.425378903532957
0,0,0.450003643807538
0,0,0.511466603127549
0,0,0.555228398106285
0,0,0.530282498323347
0,0,0.533196851876638
0,0,0.464520284994042
0,0,0.424568824581314
0,0,0.436086873079814
0,0,0.437691087160462
0,0,0.508450218043407
0,0,0.572811803149115
0,0,0.596425672763791
0.0235690235690235,1,0.625498953545944
0.0909090909090908,1,0.588425121193634
0.158249158249158,1,0.610774216368907
0.225589225589225,1,0.649602365506746
0.292929292929293,1,0.588205444770093
0.36026936026936,1,0.553301828710636
0.427609427609427,1,0.504514337331717
0.494949494949495,1,0.455108765981433
0.562289562289562,1,0.526779043994062
0.62962962962963,1,0.503181684309783
0.696969696969697,1,0.543219563540006
0.764309764309764,1,0.537600092435491
0.831649831649832,1,0.504201787831359
0.898989898989899,1,0.549708056232935
0.966329966329966,1,0.474755117964523
0.966329966329966,1,0.539374616755734
0.898989898989899,1,0.555670287786009
0.831649831649832,1,0.58973105757873
0.764309764309764,1,0.543562991955378
0.696969696969697,1,0.556676341093106
0.62962962962963,1,0.545105023613711
0.562289562289562,1,0.536308603861343
0.494949494949495,1,0.505203702715711
0.427609427609428,1,0.569295688354563
0.36026936026936,1,0.589865251470133
0.292929292929293,1,0.6048547013772
0.225589225589225,1,0.578502362513765
0.158249158249158,1,0.615396294169317
0.0909090909090907,1,0.642528593144058
0.0235690235690236,1,0.644820720235256
0,0,0.713005422907355
0,0,0.719337807383448
0,0,0.676981648370743
0,0,0.680448692458258
0,0,0.701838172085156
0,0,0.739952141478205
0,0,0.689091765465757
0,0,0.75162954085291
0,0,0.741224629878007
0,0,0.707120663237126
0,0,0.643149746918758
0,0,0.659972693069076
0,0,0.68406757316824
0,0,0.625802095447473
0,0,0.604205642750085
0,0,0.604403609074088
0,0,0.610393060934611
0,0,0.562868550204673
0,0,0.60074107343364
0,0,0.551662474662604
0,0,0.53960562366113
0,0,0.512299828731863
0,0,0.461577924490795
0,0,0.463754981264877
0,0,0.399877691068455
0,0,0.445631580681252
0,0,0.494207620395272
0,0,0.448132809210865
0,0,0.398012800788405
0,0,0.368509871449554
0,0,0.408276951227313
0,0,0.381483895457237
0,0,0.396591770207571
0,0,0.46815921933679
0,0,0.408317558317895
0,0,0.396583919366422
0,0,0.339846496283486
0,0,0.402449321265712
0,0,0.408240152504829
0,0,0.372102774073393
0,0,0.307347198082294
0,0,0.296436362599292
0,0,0.288431248977018
0,0,0.303207141629743
0,0,0.31261563095038
0,0,0.359417767118137
0,0,0.423505673684318
0,0,0.349435103655837
0,0,0.322942319041898
0,0,0.320889366707322
0,0,0.245607078336807
0,0,0.169414746325157
0,0,0.144886356882219
0,0,0.155628136844967
0,0,0.186595092776575
0,0,0.147898006993525
0,0,0.176959566413325
0,0,0.205237902452682
0,0,0.219813807602421
0,0,0.205668233350734
0,0,0.211604629790486
0,0,0.25846290728887
0,0,0.225361648589586
0,0,0.262640849457578
0,0,0.260726345178695
0,0,0.273627069822143
0,0,0.236702099229311
0,0,0.311093920090008
0,0,0.363065381346291
0,0,0.349000099509625
0.0235690235690235,1,0.335900993415088
0.0909090909090908,1,0.317708155968685
0.158249158249158,1,0.279139900531136
0.225589225589225,1,0.214546225089697
0.292929292929293,1,0.269185245381205
0.36026936026936,1,0.199700192380979
0.427609427609427,1,0.14121279765486
0.494949494949495,1,0.133004493499307
0.562289562289562,1,0.0585379820325018
0.62962962962963,1,0.0444361650539368
0.696969696969697,1,0
0.764309764309764,1,0.0149626156854334
0.831649831649832,1,0.0468969245499563
0.898989898989899,1,0.112662054887964
0.966329966329966,1,0.0624259048950643
0.966329966329966,1,0.132724968529928
0.898989898989899,1,0.164969861309842
0.831649831649832,1,0.222724194232515
0.764309764309764,1,0.276359679904998
0.696969696969697,1,0.271101648660269
0.62962962962963,1,0.22674572348843
0.562289562289562,1,0.263845271928127
0.494949494949495,1,0.241132392875701
0.427609427609428,1,0.311149956183163
0.36026936026936,1,0.348541878684127
0.292929292929293,1,0.367587885911019
0.225589225589225,1,0.305063436919071
0.158249158249158,1,0.328807979318064
0.0909090909090907,1,0.360606250586626
0.0235690235690236,1,0.399308253339062
0,0,0.359089711387835
0,0,0.359028175730834
0,0,0.428923390562312
0,0,0.455284522809037
0,0,0.463002188975708
0,0,0.461161019782521
0,0,0.391523526350052
0,0,0.330917982073805
0,0,0.325214404293717
0,0,0.375993897348269
0,0,0.388356266252918
0,0,0.384927390646835
0,0,0.406634256912105
0,0,0.402601421654315
0,0,0.461731894970172
0,0,0.465856691662342
0,0,0.477613684273778
0,0,0.426800984355814
0,0,0.354095043932552
0,0,0.310234506948569
0,0,0.358279231919806
0,0,0.297417713598458
0,0,0.276508194344619
0,0,0.322275483313468
0,0,0.349887811771087
0,0,0.378910100417904
0,0,0.33205944108642
0,0,0.366171026434756
0,0,0.36603872936182
0,0,0.334140574230393
0,0,0.292534687569006
0,0,0.30866387090656
0,0,0.285539833623955
0,0,0.247050304929138
0,0,0.269673840449084
